SeniorCitizen,Tenure,MonthlyCharges,InternetService,TechSupport,Contract,PaymentMethod,NumComplaints,AvgDailyUsageHours,TotalCharges
0,24,68.73,Fiber optic,No,Month-to-month,Bank transfer (automatic),1,2.9,1685.06
0,65,59.52,Fiber optic,No,Month-to-month,Electronic check,0,1.45,3903.25
0,34,45.69,No,No,Month-to-month,Bank transfer (automatic),0,0.03,1587.98
0,50,132.01,Fiber optic,Yes,One year,Mailed check,1,2.12,6623.28
0,70,125.71,Fiber optic,No,One year,Electronic check,1,0.8,8822.92
0,70,43.9,Fiber optic,No,One year,Electronic check,0,0.76,3046.43
0,26,62.26,Fiber optic,No,One year,Credit card (automatic),0,0.72,1720.44
0,9,111.48,DSL,No,Month-to-month,Electronic check,0,1.36,1085.71
0,42,45.02,No,No,Month-to-month,Bank transfer (automatic),1,1.88,2009.57
0,54,90.99,Fiber optic,Yes,Two year,Electronic check,0,1.56,4885.79
1,70,103.98,Fiber optic,No,Month-to-month,Electronic check,0,0.42,7316.93
1,5,98.48,No,Yes,One year,Bank transfer (automatic),0,1.84,534.9
0,5,104.77,No,No,Month-to-month,Credit card (automatic),1,0.22,422.13
0,47,104.8,Fiber optic,No,Month-to-month,Mailed check,1,5.33,4925.22
0,1,135.78,DSL,No,Month-to-month,Bank transfer (automatic),0,0.96,153.19
1,50,61.58,Fiber optic,No,One year,Mailed check,0,0.14,3097.57
0,60,125.43,No,Yes,One year,Mailed check,1,1.29,7485.95
0,18,22.62,DSL,No,One year,Mailed check,1,1.29,460.21
0,1,54.58,No,No,Two year,Electronic check,0,0.06,72.38
0,50,25.84,DSL,No,Month-to-month,Mailed check,0,0.02,1270.01
1,25,98.14,Fiber optic,No,Month-to-month,Credit card (automatic),0,8.32,2485.9
0,69,32.09,Fiber optic,No,Month-to-month,Credit card (automatic),1,0.74,2168.26
0,19,121.48,DSL,Yes,Month-to-month,Credit card (automatic),0,0.42,2327.65
0,22,97.59,No,No,Two year,Electronic check,1,1.19,2142.9
0,53,23.46,Fiber optic,No,Two year,Bank transfer (automatic),0,0.01,1245.42
0,14,105.77,DSL,Yes,One year,Credit card (automatic),0,0.02,1447.88
0,5,123.44,Fiber optic,Yes,One year,Mailed check,0,0.18,563.44
1,34,99.33,Fiber optic,No,Two year,Electronic check,0,2.43,3320.1
0,7,23.66,DSL,No,One year,Electronic check,0,0.43,104.08
0,56,122.95,No,No,Month-to-month,Credit card (automatic),1,1.05,6890.77
1,49,107.9,DSL,Yes,One year,Mailed check,0,0.38,5308.44
0,48,65.41,DSL,No,One year,Mailed check,0,1.18,3158.71
0,20,59.44,DSL,No,One year,Credit card (automatic),0,1.07,1154.29
0,35,77.58,DSL,No,Month-to-month,Mailed check,0,0.77,2655.49
0,70,124.05,DSL,Yes,Month-to-month,Electronic check,0,0.85,8705.9
0,68,50.25,No,No,Month-to-month,Electronic check,0,1.59,3437.42
1,57,32.12,DSL,No,Month-to-month,Credit card (automatic),0,2.77,1886.02
0,62,123.76,DSL,No,Month-to-month,Mailed check,0,0.58,7614.73
0,15,23.15,DSL,No,Month-to-month,Bank transfer (automatic),1,1.14,339.26
0,5,129.32,Fiber optic,No,Month-to-month,Credit card (automatic),1,2.89,669.19
0,51,56.69,Fiber optic,Yes,Month-to-month,Electronic check,1,0.28,2816.47
0,1,80.99,Fiber optic,No,Two year,Credit card (automatic),0,5.84,73.11
0,17,35.88,DSL,No,Month-to-month,Credit card (automatic),1,2.08,524.74
1,34,128.27,Fiber optic,No,Month-to-month,Electronic check,0,0.68,4334.95
0,38,109.98,Fiber optic,Yes,Month-to-month,Bank transfer (automatic),1,0.71,4248.57
0,0,130.9,Fiber optic,Yes,Month-to-month,Credit card (automatic),0,0.34,101.61
0,36,101.99,Fiber optic,No,One year,Bank transfer (automatic),0,0.47,3678.88
0,20,42.16,Fiber optic,No,Month-to-month,Bank transfer (automatic),0,1.33,861.14
0,0,56.99,DSL,Yes,One year,Electronic check,0,0.01,2.28
0,3,78.42,DSL,Yes,Month-to-month,Credit card (automatic),0,0.04,281.6
0,57,92.87,DSL,No,Month-to-month,Credit card (automatic),1,6.46,5336.38
0,0,131.18,Fiber optic,Yes,One year,Bank transfer (automatic),0,0.4,0.0
0,12,66.07,DSL,No,Two year,Credit card (automatic),0,2.65,821.37
0,45,104.37,Fiber optic,No,Month-to-month,Bank transfer (automatic),0,1.42,4636.29
0,46,135.32,No,No,Two year,Electronic check,0,0.89,6283.24
0,6,38.28,Fiber optic,Yes,Two year,Electronic check,0,1.98,286.43
0,50,123.53,Fiber optic,No,Month-to-month,Electronic check,0,0.08,6097.39
0,2,70.48,Fiber optic,Yes,Two year,Bank transfer (automatic),0,2.12,191.48
0,49,107.89,Fiber optic,Yes,One year,Credit card (automatic),1,2.92,5231.82
0,25,55.22,Fiber optic,Yes,Month-to-month,Credit card (automatic),0,0.49,1372.04
0,30,60.08,Fiber optic,Yes,Two year,Mailed check,0,0.54,1739.59
0,61,23.26,Fiber optic,No,Month-to-month,Mailed check,0,0.16,1444.14
0,25,136.57,DSL,No,Month-to-month,Electronic check,0,2.91,3492.87
0,66,117.61,Fiber optic,Yes,Month-to-month,Credit card (automatic),1,2.47,7752.89
0,54,31.27,DSL,No,One year,Bank transfer (automatic),0,0.83,1661.73
0,27,139.94,No,No,One year,Bank transfer (automatic),0,0.71,3776.6
1,43,92.6,DSL,No,Month-to-month,Bank transfer (automatic),0,0.84,4054.69
0,37,122.45,DSL,Yes,Month-to-month,Credit card (automatic),0,0.82,4580.86
0,29,28.0,Fiber optic,Yes,Month-to-month,Credit card (automatic),0,0.84,881.46
0,65,66.73,No,Yes,Month-to-month,Electronic check,0,0.24,4335.86
1,7,100.36,Fiber optic,No,Two year,Mailed check,0,0.02,594.67
0,13,32.77,Fiber optic,No,One year,Credit card (automatic),0,2.16,336.49
0,61,78.67,Fiber optic,No,Month-to-month,Bank transfer (automatic),0,0.63,4789.3
1,62,73.12,Fiber optic,Yes,Month-to-month,Credit card (automatic),0,1.01,4463.04
0,65,45.92,No,No,Month-to-month,Mailed check,0,0.55,3020.4
0,39,56.03,DSL,No,Month-to-month,Mailed check,0,0.72,2173.74
0,12,136.05,No,No,One year,Bank transfer (automatic),0,0.12,1541.5
0,16,54.64,No,Yes,Month-to-month,Electronic check,0,0.69,891.29
0,14,45.61,No,No,Month-to-month,Mailed check,0,0.93,601.26
0,32,84.35,Fiber optic,No,One year,Mailed check,0,2.68,2688.95
0,15,100.51,No,No,Two year,Mailed check,0,0.58,1559.7
0,12,107.01,DSL,No,Month-to-month,Mailed check,1,0.14,1347.52
0,22,110.51,DSL,No,Month-to-month,Mailed check,0,2.14,2495.77
0,35,24.42,DSL,Yes,Two year,Credit card (automatic),0,0.71,889.54
0,42,67.25,DSL,Yes,Month-to-month,Bank transfer (automatic),0,3.7,2913.92
1,49,112.87,Fiber optic,No,One year,Credit card (automatic),0,4.79,5515.44
0,12,128.58,DSL,No,One year,Electronic check,2,3.08,1534.13
0,29,92.26,DSL,No,Month-to-month,Mailed check,0,0.39,2641.75
0,56,26.28,Fiber optic,No,Month-to-month,Electronic check,0,0.44,1475.35
0,29,67.6,No,Yes,Month-to-month,Electronic check,0,2.37,1960.43
0,70,28.91,Fiber optic,No,One year,Bank transfer (automatic),0,0.89,2032.44
0,9,109.82,No,Yes,Two year,Credit card (automatic),0,0.53,986.96
0,65,27.62,Fiber optic,No,One year,Electronic check,0,0.52,1842.17
0,38,42.29,No,No,Month-to-month,Electronic check,1,1.29,1610.62
0,36,70.04,Fiber optic,No,Month-to-month,Electronic check,0,3.38,2517.59
0,2,75.52,No,No,Month-to-month,Electronic check,1,1.45,171.18
0,33,68.78,DSL,No,Two year,Mailed check,0,1.45,2207.18
0,37,75.61,No,No,Two year,Bank transfer (automatic),0,2.06,2737.67
0,13,105.59,Fiber optic,No,Month-to-month,Bank transfer (automatic),0,2.14,1361.1
0,63,64.31,Fiber optic,Yes,Month-to-month,Bank transfer (automatic),0,3.6,4082.42
0,38,85.73,Fiber optic,No,One year,Electronic check,0,0.27,3259.99
0,53,56.4,No,No,Month-to-month,Electronic check,0,6.26,2974.68
0,1,62.44,No,No,One year,Mailed check,0,0.6,70.08
1,42,93.66,DSL,No,Month-to-month,Electronic check,0,0.5,3992.11
0,52,78.86,DSL,No,Month-to-month,Credit card (automatic),0,1.07,4046.02
0,2,106.76,DSL,Yes,Month-to-month,Credit card (automatic),2,0.46,219.59
1,40,87.26,DSL,No,Month-to-month,Electronic check,0,0.4,3433.88
0,7,116.43,DSL,Yes,Month-to-month,Credit card (automatic),0,5.11,771.87
0,62,73.21,Fiber optic,No,Month-to-month,Credit card (automatic),0,0.16,4543.85
0,64,78.92,Fiber optic,No,Month-to-month,Bank transfer (automatic),0,6.9,5092.9
0,3,100.4,Fiber optic,Yes,Month-to-month,Electronic check,0,1.46,312.35
0,67,46.55,Fiber optic,No,Month-to-month,Bank transfer (automatic),0,4.78,3151.74
0,9,66.31,Fiber optic,No,Month-to-month,Credit card (automatic),0,3.42,608.8
0,49,94.98,DSL,No,Month-to-month,Bank transfer (automatic),0,1.57,4724.24
0,22,23.47,Fiber optic,No,Two year,Credit card (automatic),0,1.34,548.01
0,60,72.44,Fiber optic,No,Month-to-month,Bank transfer (automatic),1,7.37,4341.87
0,46,91.86,DSL,No,Month-to-month,Electronic check,0,1.09,4274.08
0,2,136.09,DSL,No,Month-to-month,Credit card (automatic),1,0.3,275.31
0,16,125.24,DSL,No,Two year,Electronic check,0,7.43,2034.06
0,21,53.69,No,No,Month-to-month,Mailed check,0,0.59,1175.42
0,15,80.87,Fiber optic,No,Month-to-month,Credit card (automatic),0,0.14,1291.56
0,2,26.77,Fiber optic,No,Two year,Bank transfer (automatic),0,1.89,142.51
0,51,48.89,DSL,Yes,Month-to-month,Mailed check,0,0.89,2590.63
0,32,112.98,DSL,Yes,Two year,Electronic check,0,0.74,3666.27
0,41,34.8,DSL,No,Two year,Electronic check,1,1.5,1423.23
0,1,50.92,DSL,No,One year,Electronic check,0,0.08,69.19
0,38,133.29,DSL,Yes,One year,Mailed check,0,1.8,5032.93
0,45,118.86,DSL,No,Month-to-month,Credit card (automatic),2,1.05,5327.12
0,47,113.82,Fiber optic,No,One year,Credit card (automatic),1,1.01,5358.46
0,26,123.75,Fiber optic,No,Month-to-month,Electronic check,0,3.45,3250.51
0,14,109.95,Fiber optic,Yes,Month-to-month,Electronic check,2,2.67,1506.84
1,6,34.47,Fiber optic,Yes,Month-to-month,Electronic check,1,1.14,228.34
0,56,81.99,Fiber optic,Yes,Month-to-month,Mailed check,1,1.3,4517.75
1,41,73.31,Fiber optic,No,Month-to-month,Mailed check,0,2.47,2991.28
1,8,57.34,DSL,No,Month-to-month,Electronic check,1,0.79,499.53
0,5,120.08,No,No,Month-to-month,Bank transfer (automatic),0,1.67,595.49
0,56,75.7,No,Yes,Month-to-month,Credit card (automatic),0,1.17,4308.95
0,29,27.24,DSL,No,One year,Mailed check,0,1.04,824.48
1,54,53.0,DSL,Yes,Month-to-month,Credit card (automatic),1,6.27,2769.83
0,53,47.43,No,Yes,Month-to-month,Mailed check,2,0.03,2530.62
1,26,126.5,No,No,One year,Bank transfer (automatic),0,0.8,3290.18
0,58,97.69,DSL,Yes,Two year,Mailed check,0,3.99,5729.93
0,6,87.25,DSL,No,Month-to-month,Credit card (automatic),0,3.95,458.81
0,39,80.8,No,Yes,Two year,Bank transfer (automatic),0,2.07,3200.38
0,71,98.01,DSL,Yes,Month-to-month,Bank transfer (automatic),0,1.34,7032.49
0,1,110.59,No,No,Month-to-month,Bank transfer (automatic),1,1.76,185.54
0,13,86.53,DSL,Yes,One year,Bank transfer (automatic),0,0.44,1119.4
0,9,132.59,No,Yes,Month-to-month,Credit card (automatic),1,1.01,1239.4
0,49,137.22,DSL,No,Two year,Bank transfer (automatic),0,1.15,6743.75
0,17,139.44,DSL,No,Month-to-month,Credit card (automatic),0,0.1,2464.38
0,17,100.33,No,No,One year,Mailed check,0,3.02,1749.7
0,15,131.91,DSL,No,One year,Credit card (automatic),0,0.92,1989.16
0,51,68.54,DSL,No,Month-to-month,Electronic check,0,3.44,3508.67
0,68,123.15,No,Yes,One year,Bank transfer (automatic),0,0.74,8322.84
0,51,129.1,DSL,No,One year,Credit card (automatic),1,0.79,6558.31
0,30,128.5,DSL,No,Two year,Mailed check,0,0.42,3853.79
0,22,119.7,DSL,Yes,Month-to-month,Electronic check,2,1.55,2671.43
0,41,68.79,Fiber optic,No,Month-to-month,Electronic check,0,1.19,2749.0
0,61,39.07,Fiber optic,No,Two year,Mailed check,0,3.66,2404.97
0,49,60.07,No,No,Month-to-month,Electronic check,0,0.84,2907.88
0,14,112.07,Fiber optic,No,Month-to-month,Electronic check,0,1.57,1501.0
0,43,47.95,Fiber optic,Yes,Month-to-month,Credit card (automatic),0,1.84,2015.79
0,41,77.39,Fiber optic,No,Two year,Bank transfer (automatic),0,0.58,3179.36
0,44,87.85,No,Yes,Month-to-month,Credit card (automatic),0,3.19,3886.3
1,34,92.46,Fiber optic,No,One year,Bank transfer (automatic),1,0.72,3164.68
1,21,132.29,No,Yes,Month-to-month,Credit card (automatic),0,1.52,2766.64
0,37,99.38,No,No,Month-to-month,Mailed check,0,1.44,3662.31
0,69,114.36,DSL,No,Two year,Bank transfer (automatic),2,0.82,7899.33
0,63,89.83,Fiber optic,No,Month-to-month,Electronic check,0,0.3,5576.69
0,6,120.03,Fiber optic,No,One year,Electronic check,0,1.35,728.13
0,43,51.64,DSL,Yes,Month-to-month,Credit card (automatic),2,0.71,2241.91
0,6,45.19,DSL,Yes,Month-to-month,Bank transfer (automatic),0,0.71,212.97
0,65,131.16,No,No,One year,Mailed check,0,1.02,8575.9
1,59,103.22,Fiber optic,No,Month-to-month,Mailed check,0,1.7,6027.38
0,0,100.58,Fiber optic,No,Month-to-month,Bank transfer (automatic),0,1.96,26.92
0,61,76.08,Fiber optic,Yes,Month-to-month,Mailed check,0,0.84,4592.08
0,17,65.2,Fiber optic,No,Two year,Credit card (automatic),0,0.19,1147.24
0,6,86.68,DSL,Yes,One year,Mailed check,0,2.35,520.88
0,53,34.47,Fiber optic,No,One year,Electronic check,0,1.66,1810.44
0,66,74.57,Fiber optic,No,Month-to-month,Bank transfer (automatic),0,2.42,4967.77
0,9,74.64,No,No,Month-to-month,Bank transfer (automatic),1,0.57,599.48
0,60,84.6,Fiber optic,Yes,Month-to-month,Electronic check,1,3.6,5113.43
0,58,96.16,No,No,Month-to-month,Electronic check,0,0.46,5606.63
0,58,134.88,Fiber optic,No,Month-to-month,Bank transfer (automatic),0,0.51,7825.06
0,68,98.26,No,No,Two year,Bank transfer (automatic),0,1.15,6699.21
0,62,126.05,No,No,Two year,Electronic check,0,8.9,7733.25
0,7,86.76,Fiber optic,Yes,One year,Mailed check,0,0.34,601.68
0,54,95.23,Fiber optic,No,Month-to-month,Credit card (automatic),0,2.73,5136.56
0,5,28.38,Fiber optic,No,Month-to-month,Electronic check,0,0.0,225.56
0,0,35.99,Fiber optic,No,Month-to-month,Credit card (automatic),1,0.41,0.0
0,55,89.56,Fiber optic,Yes,Two year,Mailed check,0,0.64,4833.19
0,9,67.49,Fiber optic,No,One year,Bank transfer (automatic),1,1.57,616.36
0,22,115.86,Fiber optic,Yes,One year,Bank transfer (automatic),0,0.18,2546.5
0,15,85.18,Fiber optic,No,Two year,Bank transfer (automatic),0,0.21,1255.46
0,15,125.87,DSL,No,Two year,Bank transfer (automatic),0,0.24,1816.86
0,55,136.68,DSL,Yes,Month-to-month,Bank transfer (automatic),0,1.63,7472.38
0,5,37.72,DSL,Yes,Month-to-month,Electronic check,0,0.18,162.18
0,29,67.38,DSL,No,Two year,Bank transfer (automatic),0,0.76,1948.94
0,62,99.8,Fiber optic,No,One year,Credit card (automatic),0,0.26,6092.22
1,0,56.66,No,Yes,Two year,Bank transfer (automatic),0,0.72,67.85
0,50,52.04,Fiber optic,No,Month-to-month,Credit card (automatic),1,1.88,2678.4
1,45,117.65,DSL,Yes,Month-to-month,Credit card (automatic),1,0.49,5240.53
0,20,137.65,Fiber optic,No,Month-to-month,Bank transfer (automatic),0,1.44,2685.35
0,37,112.86,No,No,Month-to-month,Bank transfer (automatic),0,0.43,4125.91
0,68,82.84,DSL,No,Two year,Mailed check,0,2.01,5665.92
0,62,73.1,No,No,Month-to-month,Bank transfer (automatic),1,2.25,4524.4
0,49,84.76,DSL,No,Two year,Credit card (automatic),0,0.56,4147.73
0,11,75.54,DSL,No,Month-to-month,Mailed check,0,0.04,918.32
0,68,80.35,Fiber optic,No,Month-to-month,Credit card (automatic),1,0.21,5476.63
0,43,44.41,Fiber optic,Yes,Month-to-month,Mailed check,0,1.01,1962.69
1,51,128.45,Fiber optic,No,Month-to-month,Credit card (automatic),0,0.72,6594.15
1,8,110.54,No,No,One year,Bank transfer (automatic),0,0.64,899.96
0,64,101.72,DSL,No,Month-to-month,Mailed check,1,1.3,6450.37
0,9,133.99,Fiber optic,No,Month-to-month,Credit card (automatic),0,0.26,1207.78
0,45,54.13,Fiber optic,No,One year,Bank transfer (automatic),2,0.92,2408.06
0,57,29.74,No,No,Month-to-month,Mailed check,0,0.34,1714.07
0,36,119.14,Fiber optic,No,Month-to-month,Electronic check,0,5.95,4338.55
0,51,139.81,DSL,No,Month-to-month,Bank transfer (automatic),0,0.07,7076.11
0,12,89.41,Fiber optic,No,One year,Credit card (automatic),0,0.02,1072.02
1,5,27.06,No,No,Two year,Bank transfer (automatic),0,1.25,188.58
0,57,113.66,DSL,Yes,One year,Credit card (automatic),1,0.1,6561.53
0,47,28.85,DSL,Yes,Two year,Credit card (automatic),0,2.5,1277.99
0,31,84.8,DSL,No,Month-to-month,Credit card (automatic),0,2.57,2616.64
0,10,53.3,Fiber optic,Yes,Month-to-month,Credit card (automatic),0,0.85,548.22
0,4,129.8,DSL,No,Two year,Mailed check,0,2.73,519.7
0,5,74.16,DSL,No,Two year,Electronic check,2,2.02,339.64
0,20,127.82,Fiber optic,No,One year,Bank transfer (automatic),0,0.22,2470.07
1,41,55.89,DSL,No,Month-to-month,Credit card (automatic),0,2.94,2284.37
0,26,66.48,DSL,No,Month-to-month,Mailed check,0,3.11,1663.86
0,2,133.65,Fiber optic,No,Month-to-month,Mailed check,0,0.58,260.06
0,59,44.16,Fiber optic,No,Month-to-month,Credit card (automatic),0,2.24,2651.45
0,65,89.42,DSL,Yes,Month-to-month,Bank transfer (automatic),0,3.41,5866.67
0,48,66.62,DSL,No,One year,Credit card (automatic),0,2.05,3222.67
0,33,112.9,Fiber optic,No,Month-to-month,Mailed check,0,0.15,3828.61
0,36,35.52,Fiber optic,Yes,Month-to-month,Bank transfer (automatic),1,0.15,1364.94
1,41,72.47,Fiber optic,No,Two year,Electronic check,0,6.06,2917.92
0,64,103.87,Fiber optic,No,Month-to-month,Electronic check,1,1.17,6651.11
0,59,68.84,DSL,Yes,Month-to-month,Electronic check,0,1.55,4130.42
0,0,27.02,DSL,Yes,One year,Electronic check,0,3.65,41.86
0,58,104.61,No,Yes,Two year,Credit card (automatic),1,0.01,6128.66
0,3,80.38,DSL,No,Month-to-month,Mailed check,0,0.83,248.68
0,13,21.36,Fiber optic,Yes,Two year,Mailed check,0,1.25,154.07
0,17,93.52,No,No,Month-to-month,Mailed check,0,0.0,1652.39
0,33,130.39,Fiber optic,Yes,One year,Bank transfer (automatic),0,1.47,4323.61
0,0,33.32,Fiber optic,No,Month-to-month,Electronic check,0,2.86,0.0
0,52,90.88,Fiber optic,No,Month-to-month,Bank transfer (automatic),0,0.08,4710.87
0,21,107.44,DSL,No,Month-to-month,Electronic check,0,2.45,2275.35
0,60,28.49,No,No,One year,Bank transfer (automatic),0,5.69,1640.62
0,21,22.71,No,No,One year,Mailed check,0,3.79,558.48
0,49,75.7,DSL,No,Two year,Mailed check,0,1.16,3693.68
0,15,114.94,No,No,Month-to-month,Mailed check,1,2.95,1674.28
0,27,39.29,Fiber optic,Yes,One year,Bank transfer (automatic),2,2.21,1151.9
0,69,120.4,Fiber optic,No,Month-to-month,Credit card (automatic),0,2.55,8248.3
0,41,98.79,DSL,Yes,Month-to-month,Mailed check,0,0.76,4017.98
0,65,59.86,Fiber optic,No,Month-to-month,Mailed check,0,0.97,3898.81
0,70,81.9,DSL,No,Month-to-month,Electronic check,0,0.41,5734.81
0,34,135.87,Fiber optic,No,Month-to-month,Bank transfer (automatic),0,0.08,4613.5
0,19,45.97,DSL,No,Two year,Bank transfer (automatic),0,1.36,885.67
0,1,79.94,Fiber optic,No,Month-to-month,Mailed check,0,0.56,66.18
0,6,94.94,Fiber optic,No,Month-to-month,Credit card (automatic),0,1.05,527.35
0,48,36.56,No,No,One year,Bank transfer (automatic),0,4.93,1880.51
0,8,25.22,DSL,Yes,Month-to-month,Credit card (automatic),0,0.1,301.45
0,26,21.62,No,Yes,Month-to-month,Credit card (automatic),0,3.1,539.03
0,1,58.96,Fiber optic,Yes,Month-to-month,Mailed check,0,0.14,19.21
0,67,28.87,No,Yes,Month-to-month,Credit card (automatic),0,1.59,1965.22
0,59,116.45,Fiber optic,No,Two year,Bank transfer (automatic),1,0.63,6881.06
1,48,139.68,No,No,Two year,Credit card (automatic),0,0.16,6575.61
0,1,27.36,Fiber optic,Yes,Month-to-month,Electronic check,0,2.12,0.0
0,16,71.93,Fiber optic,Yes,Month-to-month,Bank transfer (automatic),1,1.8,1039.67
1,19,23.09,DSL,No,Month-to-month,Mailed check,0,1.53,407.56
0,31,36.08,No,No,Month-to-month,Bank transfer (automatic),0,5.02,1152.85
0,50,58.75,No,No,Month-to-month,Bank transfer (automatic),1,0.04,2953.02
0,41,67.24,Fiber optic,No,Month-to-month,Credit card (automatic),0,0.86,2655.64
0,62,132.77,DSL,No,One year,Electronic check,0,1.24,8215.91
0,60,67.5,Fiber optic,Yes,Month-to-month,Credit card (automatic),0,0.66,4069.61
1,61,79.55,No,No,Month-to-month,Credit card (automatic),0,1.66,4905.68
0,2,49.47,DSL,No,Month-to-month,Credit card (automatic),0,3.44,102.44
0,25,20.02,No,Yes,Month-to-month,Credit card (automatic),1,1.79,517.22
0,47,127.92,DSL,No,Month-to-month,Credit card (automatic),0,1.26,5982.98
0,7,29.81,No,Yes,Two year,Bank transfer (automatic),1,2.01,178.49
0,4,135.71,Fiber optic,No,Month-to-month,Electronic check,1,0.17,517.29
1,10,35.7,DSL,Yes,Month-to-month,Electronic check,0,1.49,357.87
1,41,92.59,DSL,No,Month-to-month,Electronic check,0,0.78,3716.2
0,40,139.93,Fiber optic,No,Month-to-month,Mailed check,0,0.58,5534.53
1,18,36.62,Fiber optic,No,Month-to-month,Electronic check,1,1.06,680.35
0,47,70.87,No,No,Month-to-month,Bank transfer (automatic),0,2.45,3324.88
0,52,113.65,Fiber optic,No,Month-to-month,Credit card (automatic),1,0.8,5860.55
0,54,23.86,Fiber optic,No,Month-to-month,Credit card (automatic),0,1.82,1291.45
0,60,102.77,No,No,One year,Bank transfer (automatic),0,1.33,6131.97
0,31,29.64,Fiber optic,Yes,Month-to-month,Credit card (automatic),1,3.72,936.63
0,45,48.38,No,No,Two year,Credit card (automatic),0,0.88,2184.4
0,35,39.21,No,No,Two year,Electronic check,0,2.57,1361.97
0,17,128.88,No,Yes,Two year,Electronic check,0,2.77,2135.39
0,17,41.65,DSL,No,Month-to-month,Electronic check,0,0.94,666.97
1,11,24.85,Fiber optic,No,One year,Mailed check,0,1.01,237.92
0,71,90.52,Fiber optic,No,Month-to-month,Electronic check,0,0.61,6368.99
0,45,61.54,Fiber optic,No,Month-to-month,Electronic check,0,1.03,2772.47
0,54,68.68,Fiber optic,No,Two year,Electronic check,0,0.43,3721.4
0,37,34.29,No,Yes,Month-to-month,Electronic check,0,2.93,1322.93
0,1,109.79,DSL,No,Month-to-month,Electronic check,0,0.43,103.75
0,8,92.19,Fiber optic,No,One year,Bank transfer (automatic),0,0.45,739.63
0,4,63.71,DSL,No,Month-to-month,Bank transfer (automatic),0,3.39,215.36
0,18,40.59,DSL,Yes,Two year,Bank transfer (automatic),0,1.14,718.58
0,70,91.21,Fiber optic,Yes,Month-to-month,Credit card (automatic),0,0.17,6404.18
0,38,113.43,DSL,No,One year,Credit card (automatic),1,0.64,4305.83
0,41,57.49,DSL,No,Two year,Mailed check,1,1.83,2467.44
0,16,23.1,Fiber optic,No,One year,Credit card (automatic),0,0.78,325.93
0,62,45.72,DSL,No,Two year,Mailed check,0,0.83,2750.34
0,45,101.89,DSL,No,Month-to-month,Bank transfer (automatic),0,1.04,4543.32
0,19,138.69,No,No,Month-to-month,Electronic check,0,0.38,2713.01
1,69,21.61,No,No,One year,Electronic check,0,0.83,1562.47
0,7,56.74,DSL,No,One year,Mailed check,0,0.36,381.43
0,18,27.44,DSL,No,Month-to-month,Mailed check,0,0.65,497.76
0,31,57.96,No,Yes,One year,Electronic check,0,1.14,1850.09
0,18,68.71,DSL,No,Month-to-month,Mailed check,0,1.77,1296.39
0,23,130.5,Fiber optic,No,Month-to-month,Electronic check,0,1.51,2890.08
1,23,29.67,Fiber optic,No,Month-to-month,Bank transfer (automatic),0,1.29,698.7
1,55,113.26,Fiber optic,No,One year,Mailed check,0,1.36,6304.36
0,17,67.46,No,Yes,Two year,Bank transfer (automatic),0,1.07,1168.73
0,11,117.35,Fiber optic,No,One year,Mailed check,0,1.43,1197.48
0,40,81.61,Fiber optic,Yes,One year,Bank transfer (automatic),0,0.71,3373.79
0,47,24.71,Fiber optic,Yes,Month-to-month,Bank transfer (automatic),0,3.45,1196.55
0,63,133.54,No,No,Month-to-month,Credit card (automatic),1,1.34,8341.02
0,15,29.93,No,No,One year,Credit card (automatic),1,4.14,421.88
0,22,91.72,Fiber optic,Yes,Month-to-month,Mailed check,0,0.78,2055.12
0,38,125.32,No,Yes,One year,Mailed check,0,0.75,4742.49
0,32,29.57,DSL,No,Month-to-month,Bank transfer (automatic),1,5.03,1015.03
0,23,86.47,Fiber optic,No,Month-to-month,Bank transfer (automatic),0,1.96,2033.63
0,60,118.91,DSL,No,One year,Electronic check,1,1.1,7158.47
0,54,138.36,DSL,Yes,Two year,Credit card (automatic),0,1.9,7429.51
1,60,106.92,Fiber optic,No,Month-to-month,Bank transfer (automatic),2,0.76,6432.45
0,39,53.4,No,Yes,Month-to-month,Mailed check,0,2.13,2190.33
0,57,103.95,Fiber optic,No,Two year,Electronic check,0,0.35,5958.71
0,71,104.69,Fiber optic,No,One year,Credit card (automatic),0,4.52,7470.46
0,0,104.0,DSL,No,Two year,Electronic check,0,0.93,0.0
0,24,122.51,Fiber optic,Yes,Month-to-month,Bank transfer (automatic),0,0.15,2921.85
0,52,30.49,Fiber optic,No,Month-to-month,Electronic check,0,2.8,1588.05
1,60,33.01,Fiber optic,No,Month-to-month,Mailed check,0,3.37,1985.13
0,45,96.87,DSL,No,Month-to-month,Mailed check,1,1.96,4410.32
0,59,134.47,Fiber optic,No,Month-to-month,Bank transfer (automatic),0,1.49,7877.72
0,50,75.9,Fiber optic,No,Month-to-month,Electronic check,0,3.96,3808.55
1,47,135.27,Fiber optic,No,Two year,Bank transfer (automatic),0,1.46,6364.92
0,39,132.57,DSL,Yes,Month-to-month,Credit card (automatic),0,2.35,5240.02
1,6,128.35,Fiber optic,No,One year,Bank transfer (automatic),0,0.96,783.11
1,18,129.18,Fiber optic,No,Two year,Bank transfer (automatic),1,1.95,2298.59
0,14,127.8,Fiber optic,No,Month-to-month,Credit card (automatic),0,10.34,1684.35
0,69,118.39,Fiber optic,No,Month-to-month,Electronic check,0,0.72,8161.89
1,60,103.4,No,Yes,Month-to-month,Mailed check,1,1.91,6206.19
0,55,22.93,Fiber optic,No,Two year,Mailed check,0,0.24,1256.1
